,loss_train,loss_val
0,32943.00118422252,177.94428509860953
1,202.89727719258272,184.40542411854426
2,263.3013986872546,270.84719542778095
3,293.33544358174424,226.4388541962259
4,266.54175378575434,312.0935989110386
5,325.29456090507574,174.36003218998297
6,274.87082036946157,324.04854696367767
7,281.4329064866096,187.66531101021567
8,289.8833311308188,241.86621617834848
9,230.62960657511917,483.2377237868899
10,266.2396486960179,175.95359875141884
11,297.14906539627736,184.54579320374575
12,211.07711931698682,233.41737702185017
13,309.61314112450924,177.5905883761351
14,224.2517652744672,169.30366008974178
15,239.29989112450926,169.31129516352158
16,241.33405207603056,175.98977686932463
17,243.5241751261918,750.8558397772417
18,235.65878294570246,193.18265743828036
19,259.27323366517106,216.98040422814984
20,221.2945752681576,170.47304909194096
21,221.4611344380959,189.19624851021567
22,215.29796495548234,178.32031304980137
23,217.66876597115115,193.3061584846765
24,226.23624555699664,165.59987508867763
25,206.48452846764582,269.9630515217083
26,233.49540744181155,206.56422660683882
27,203.7146660955903,165.01944868225027
28,202.0311919386217,233.27965999219637
29,214.627893744742,173.42046017487232
30,167.74336405899467,180.37494246594778
31,174.67307951836793,173.24972579100455
32,172.13766274800196,164.6644405239075
33,174.9240639503295,157.35779774404085
34,169.67140693792064,166.42182088890465
35,176.96749746740045,158.15961641600455
36,170.6026747318424,161.09418124822645
37,173.83876412209057,179.0593231590522
38,173.36462001805245,168.58981518693247
39,174.08414124719573,164.4314139649546
40,174.757770536841,357.9721260109251
41,171.01971999439147,173.0571810620034
42,171.10797657126332,174.94700313032067
43,180.8704299942162,182.90824820871168
44,170.0189829597238,158.89589864145856
45,181.5616483498668,157.46484813067536
46,169.04710377523836,214.62940344778661
47,170.20593225515285,207.60144920544835
48,168.5120394699944,165.50850003547106
49,168.30311582042205,164.74218404157207
50,170.48877813463966,157.7934627819949
51,170.6139183390003,155.82964786109534
52,167.8454127436203,171.45641752092791
53,169.1873635945387,164.26572685513622
54,168.0918390046621,195.7280552993757
55,175.00376041082444,172.55838630639897
56,173.26729240570668,154.07584036251419
57,167.7231517544167,162.45279453391032
58,167.7272273993971,163.99956813989783
59,166.49963344345906,176.76296406782066
60,157.79965969836653,150.15326206902668
61,158.0054518411736,160.10492581228718
62,157.53550741376893,155.23513210307888
63,157.36706685537015,147.40416092331157
64,157.00161420358947,157.39849370388762
65,157.93139661034772,151.17801409974462
66,156.6964045674425,150.0887135180193
67,157.20420586791923,151.90843289763055
68,156.85849752436204,153.03156816650113
69,156.1418227969013,169.6591362797957
70,156.61395016299775,156.74800829135924
71,158.1041219240746,149.99063267948355
72,156.024629009219,160.2189675971907
73,156.31169355107264,153.99450898304482
74,157.1839975068354,153.2126990724319
75,156.0021370013671,149.6117960148269
76,156.70476858262057,154.56430055512203
77,156.17224595134604,150.26950840664017
78,156.12071835565058,155.44327325127696
79,156.30104120075015,153.24847466479852
80,156.81143584373248,159.43398725702326
81,155.56007271364976,155.35465360740636
82,155.74088043325855,151.24343803206582
83,155.6481454360628,158.96936622091374
84,156.17355546305384,152.86045726624573
85,155.84752684204992,149.63610847935584
86,155.2512884797392,153.5108304572219
87,155.91913624772153,150.28676104923383
88,155.49318044990886,159.01539760393018
89,155.6971392097238,147.42521977866062
90,151.0430542274257,154.21731359073496
91,151.06833090735418,149.7811622446084
92,151.1006772030987,148.15088199666573
93,151.021297764477,146.5493225737798
94,150.71498499281407,150.40942495211408
95,151.40469680664611,149.90170832150966
96,151.44816081130818,150.4205016937429
97,150.69729356246495,145.7943558633655
98,150.48666615693355,145.19757846197504
99,151.1772613090648,147.28385649297672
100,150.40302995741027,150.78925728043416
101,151.13525531495372,165.21953023020714
102,150.7359879109997,146.51034224248014
103,151.11160622020472,149.880455040437
104,150.90156829255469,145.15197830058173
105,150.91472102846328,147.53131398978434
106,150.79000446053,146.36822347651815
107,150.01782117568703,146.39111609676505
108,150.54359887654235,146.5288170402951
109,150.7166333952608,144.74270894225313
110,150.78218243041923,144.50522404405504
111,150.7009550354038,147.90442810017026
112,150.20730561641196,145.60375659761635
113,150.44833614781967,169.03766161499715
114,150.822450456569,145.44014533378262
115,150.59065662682278,148.56464262024687
116,150.41019418641335,145.12408672673098
117,150.69341083759815,144.1339554306186
118,150.1527737442162,173.14537336833143
119,151.08945977636006,146.11138304306186
120,147.71969054963546,144.31303102830591
121,148.47621641895682,144.53151365635642
122,148.17998907213965,144.11599406746595
123,147.94435987450925,144.0788538947219
124,148.0952605598009,148.2037978859251
125,147.41844350725603,144.432994590664
126,147.11342300984998,144.94046236520998
127,147.77731811728827,145.55612435265323
128,148.07340224516264,147.3960647878831
129,147.77456404234437,144.32927059981554
130,148.11819231982614,144.17870833924516
131,147.8381205175617,145.5535916394722
132,148.42596191022855,144.42785663486094
133,148.13620859331184,145.19828081547956
134,148.00109424074594,145.48963474567253
135,147.14017127471257,144.4509128564841
136,147.85356767912228,144.28588792919976
137,147.97129681365675,145.80164510322078
138,147.6305190295499,143.2830670935017
139,148.0893273100112,143.16053639330306
140,148.22356447612873,145.13491369892168
141,147.50540288488503,145.2492421875
142,147.09684384201486,143.26763397417707
143,148.16633955675127,149.12576153696085
144,148.07030150641475,146.36925486840238
145,147.6971095415031,144.71057125248296
146,147.74631461634183,145.28517755923667
147,147.55385247826698,144.9591297619892
148,147.7429436649958,143.80872834492055
149,147.51157100042064,145.4127636652242
150,146.72531632518928,144.0349006189699
151,145.92173281951065,144.66127093679057
152,146.8272257738012,145.93404769970203
153,146.64785373142175,144.22471797850454
154,146.55471357087774,144.9247108133513
155,146.5782267158581,143.97102025397277
156,146.0931105405216,143.37990375815835
157,146.2446065093943,143.41432551787742
158,146.61262348394558,146.36620542175086
159,146.5792664180805,143.46306901780648
160,146.49885142666852,142.06478124113224
161,146.05947741254207,144.0998435549092
162,146.2184443792064,143.78057184662316
163,147.1390943459058,142.74936583959988
164,145.87156848972938,143.2795087170119
165,147.00361901465226,143.17583122871736
166,146.55733174425126,144.12790820977582
167,146.15928649484718,143.07802136244325
168,146.5911173408581,143.35162789089102
169,146.06936306435782,142.4336455377412
170,146.5233749561834,142.0264505976873
171,146.9054733770331,142.65057412563849
172,146.98222204939006,142.36661319700625
173,146.58949227075155,144.61988027631952
174,146.98597241744952,143.31318368686152
175,146.33590437903112,143.10696547779511
176,146.23917380293045,142.20983430583144
177,145.97066706831885,145.94533181398978
178,145.7768691767737,142.2097873155505
179,146.0441110882291,144.26307354923384
180,146.06028672707515,142.63786105100738
181,145.5589427185572,142.61750485953462
182,145.74354792659844,142.48435602298525
183,145.70941075872827,142.96445263727298
184,145.73252739413908,142.37533190266743
185,145.31836508430314,142.64293037031783
186,145.16045783090297,142.83748087223327
187,145.48080376735138,142.6526566933882
188,145.89618304823333,141.4481205749858
189,145.76032715227146,143.58429045473892
190,145.67286604826836,142.20446308349887
191,145.41048512864555,142.68050447822077
192,146.07054575329502,142.5279801716799
193,145.72810488818004,142.7234691224461
194,145.66982388793465,141.9072780310017
195,145.44224103074174,142.15185181079738
196,145.71116072805665,142.8472443689699
197,146.23561270068004,142.5563265997446
198,145.7605910246074,142.85243491948071
199,144.94830510813938,142.331154183811
200,145.50801423163207,142.81104890571794
201,145.57552530408722,141.72083098041998
202,145.88915807715227,142.30066534832577
203,145.84439961616658,142.20992943033485
204,145.63407450574874,143.05546627589388
205,145.0844116350603,141.99610267983826
206,145.2854192021873,141.8800035914444
207,145.78762272153674,144.5196556824631
208,145.96124131554964,143.85267518267594
209,145.5156758623107,141.92369637663168
210,145.34281990062394,142.74564420757662
211,144.80066635410824,142.14409120495176
212,145.1734173487451,141.94473825021282
213,145.0481879819826,142.2736857530505
214,145.19619039189567,142.84892346232974
215,145.59346333864974,142.41031579880817
216,145.29835147924845,141.5767843980562
217,145.4213858227005,142.6464647151674
218,145.30765376121704,142.10713839032348
219,145.0926995977636,142.31124335804483
220,144.80252072087072,141.87169587116912
221,144.76378308153394,142.16213621772133
222,145.7303900860558,142.11886923595347
223,144.95325463141475,142.92411631845914
224,145.53624570597307,142.08773834775823
225,145.44352141755468,141.71727950305052
226,145.0436229099481,142.170769118899
227,145.16277646960881,142.62702023623723
228,144.85187042554682,142.24621005959136
229,144.89186456726725,142.00699692288592
230,145.05235130398205,141.92059417565267
231,145.40359244864695,141.8776715025539
232,144.93558384306647,142.23349475028377
233,144.82409846028463,142.88120788698922
234,145.25783048233313,142.420668531853
235,145.017763175652,141.9338685354001
236,145.11952189515563,141.83957932214813
237,145.280263394735,142.5737829703462
238,145.25965657862452,141.75213967614926
239,144.88331141772994,141.44969084314698
240,145.07787803649046,141.29201131526673
241,144.58910147048513,141.71346957470203
242,144.91165743304822,142.28569239500567
243,144.947457366447,142.787560584563
244,144.51808898713546,141.85557565089388
245,144.94282242007853,142.25278833534335
246,144.75839296042486,141.15816527738366
247,145.43166957024678,142.06971972545404
248,145.59866276991028,142.0665311258513
249,145.08676410456394,141.5741219760925
250,145.26067634429333,142.06820230029797
251,144.90780393823613,141.78990585095062
252,144.42424162226584,142.3372667600738
253,144.8800361837493,141.93675254504825
254,144.68066741447,142.27527703781215
255,144.5837813376332,141.85765911428774
256,144.8941483805384,141.8014622676646
257,145.38767639249158,142.24870193671964
258,144.82569393227706,142.50315370495176
259,144.9315188236119,141.84032459562997
260,145.17649356334127,141.3582265625
261,144.74400494689428,142.02252764968785
262,145.06807639862592,141.69553602972474
263,144.8613210354739,141.10441888656356
264,145.03436945281828,141.49301919870885
265,144.86067262864555,141.5258766494041
266,144.61587907932557,142.50427676291147
267,144.68019618445035,141.49877109641034
268,144.91341283563517,141.7826185176646
269,144.83677643017387,142.04217301007378
270,144.44929328642036,141.8316690018445
271,144.3820758509184,141.37490115103574
272,144.73473135603618,141.55928204809877
273,145.01486494847168,141.71742428703178
274,144.5646633482894,141.59951047282917
275,145.26052217120022,141.5771540862656
276,144.70400128382641,141.3907475879682
277,144.9958498580342,141.85905170793131
278,144.95337866744953,142.4835956920403
279,144.982438170394,141.8268104160755
280,145.16343283791363,141.92459950517878
281,144.84736922497197,141.28196190408627
282,144.88863839911664,141.95173856058457
283,144.65085368760515,141.77482212152384
284,144.17427521645402,142.39323302709988
285,145.22576571701487,141.5962084811294
286,145.00721786052299,141.79487594885074
287,144.91390276219855,141.3191201049943
288,144.4538601461722,141.8476570569665
289,144.71943055068704,141.16757277773837
290,144.86799128049634,141.29857300830022
291,144.55405622546272,141.4887280611521
292,144.85460022609365,142.40942517380816
293,144.9628397626893,142.51385052497162
294,144.5825295367709,141.77906590522133
295,144.47728677527343,141.79963283023554
296,144.72793466944756,141.21338171289727
297,144.86605651903392,141.61566055973327
298,144.64035606246495,142.46474837719921
299,144.22939024817722,141.65319753830875
300,144.5256903217891,141.9372338606697
