,loss_train,loss_val
0,233878.2941831639,143.39455012480417
1,16187.174232653717,5755.430733853516
2,10976.916477542794,2756.3693699224764
3,5076.440420496204,2016.7192512747856
4,6749.491370313066,9.65609224325827
5,14.833689798033197,6.808986415777196
6,515.3007278144017,3.999152483701983
7,41.186165189496684,7.80347392575666
8,80.589817817942,2.934389188799155
9,43.25495394821419,0.8593567216230187
10,8.100473146864248,0.8384176400618825
11,0.8339895577983659,0.82481779274071
12,0.8265642590145019,0.8203354387540851
13,0.8141218179881778,0.8061436520636289
14,0.9890493179503593,0.8008407915787691
15,0.9661049674148537,0.7919924228898878
16,0.7916590389031083,0.7918176786686347
17,1.0250058467366254,0.7838314331886245
18,1.593618581167729,0.7821009800997623
19,0.9327303323762152,0.7740036846937896
20,0.8174936070302598,0.7816533562094492
21,1.1573339717806959,0.7786995598940345
22,0.7739682179094045,0.7648163776710613
23,1.6646376331555994,0.7754014147906353
24,1.3221196512404048,0.7818514893694621
25,0.7736922289692849,0.7683650212109296
26,4.037782693326679,0.7739967283436923
27,0.9942383010338149,0.7627223242381447
28,0.8065048847625504,0.766431177102038
29,0.8276122592552111,0.7697527237954732
30,1.0349623399062764,0.7630930321072591
31,0.7740678939151435,0.7637233330189974
32,0.8995566760563002,0.7658650792884217
33,0.8722499215164907,0.7582549057494196
34,0.9336191270367834,0.7648342990778326
35,0.8210455084093403,0.7713177767468662
36,1.3394132888139183,0.7570119149005095
37,0.7685088764033553,0.7631379849646288
38,1.0797554346915639,0.7527238448149375
39,0.7695656692187903,0.755958392506554
40,0.7627054828590147,0.7577717008975602
41,0.7631958529746629,0.7522363435308277
42,0.8096280762098139,0.7766566853213116
43,0.7562946522892822,0.7994586885598478
44,0.7576148948288949,0.7494433738386451
45,0.7648053671886672,0.7456532668465106
46,0.745498499968843,0.7302464023492062
47,0.741258617315172,0.7253500537451413
48,0.7400329502044944,0.7406925671191996
49,0.7414655747356153,0.7214140868664619
50,0.7510684996535392,0.73160683805865
51,0.7394386732824635,0.7309536472153304
52,0.7453555267659175,0.7554956487835354
53,0.7545387994681927,0.7438802465225346
54,0.7725208122817848,0.7409334920701527
55,0.7601397752967138,0.7337455771491365
56,0.7348644101455483,0.7267074104350896
57,0.7332976337962802,0.7516373159162674
58,0.7940565397627182,0.732992857954228
59,0.7341975430807208,0.7188582441636494
60,0.7291007742337052,0.7200739043272608
61,0.7290120394782823,0.784169558777488
62,0.7348504741553187,0.7270861896453695
63,0.726195334806508,0.7165655521427159
64,0.7247738747522834,0.7173370900504403
65,0.7286970828211814,0.7160851144762959
66,0.7256480888917991,0.7083290774682396
67,0.7229647266194139,0.7976153895483892
68,0.7214764421281804,0.7236575543118963
69,0.721429438596478,0.712203384051478
70,0.7257218841296523,0.7279672189837411
71,0.7247839158424417,0.7177302401413347
72,0.7219767296765893,0.7063705384662066
73,0.7229592977722531,0.7100816996082334
74,0.7221598272413939,0.717822172102474
75,0.7220966237010146,0.7097012679093667
76,0.7274535281581528,0.7252592831053939
77,0.7293279352335924,0.7054035942417404
78,0.7231470517189713,0.7175041278445624
79,0.736442717701094,0.7192655036292979
80,0.7306965539225481,0.7104309823939471
81,0.7267221396128154,0.7117001685150548
82,0.7266319541241354,0.7198611466034502
83,0.7240292511016438,0.723242315733059
84,0.7265960865330067,0.7282712324051906
85,0.7325214609486638,0.7443653841467269
86,0.7271706162172399,0.705802476554936
87,0.7243854566022805,0.7362016206315171
88,0.7214052607353465,0.7108144579621835
89,0.7071435668438365,0.6947709774548723
90,0.7040964249012528,0.7503155061626822
91,0.7029160775423872,0.7184143446636809
92,0.7033617891003426,0.7062964834333435
93,0.701405383620826,0.6866218695605258
94,0.701161831891085,0.6935505665726224
95,0.7008313660164515,0.726497929772572
96,0.703226233048773,0.685868889906819
97,0.6985898655331367,0.6888256515360045
98,0.6987387932469186,0.6882073555085441
99,0.6994392426703745,0.6955460660791286
100,0.6980620339666798,0.6860898894438483
101,0.6976605709535246,0.6885470354910096
102,0.6972271409976359,0.6883904910392186
103,0.6942368775571939,0.7014730881800081
104,0.6948062739539228,0.7125979128718791
105,0.6945014291461108,0.6861992309629295
106,0.6958071942923401,0.6925606404655071
107,0.6937634591462281,0.6843359150797232
108,0.6935003568192711,0.6991237626431572
